Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 1, 0, 1, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 1, 1, 0, 0)",9,0.8714285714285716,0.8740702278185241,0.8544928552643112,1.0,0.9095210276942784,0.9914865314266711,0.7517285182832774,1.0,0.7816666666666666,0.99,1.0
"(0, 1, 1, 0, 1)",9,0.5276190476190477,0.5922599139990444,0.1389185072353389,1.0,0.5770594737447945,0.6469273743016759,0.12698412698412698,1.0,0.7,0.21000000000000002,1.0
"(0, 1, 1, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 1, 1, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 0, 0, 0, 0)",9,0.6009523809523809,0.7343047317021356,0.00935704514363885,1.0,0.5812205922819247,0.5926331008216134,0.07333333333333333,1.0,0.9650000000000001,0.005,1.0
"(1, 0, 0, 0, 1)",9,0.5333333333333333,0.6754966887417219,0.0,1.0,0.5584988962472406,0.5604395604395604,0.0,1.0,0.85,0.0,1.0
"(1, 0, 0, 1, 0)",9,0.6161904761904762,0.7292782051186213,0.17297297297297298,1.0,0.6340837260305314,0.6549840162743388,0.15238095238095237,1.0,0.8616666666666667,0.2,1.0
"(1, 0, 0, 1, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 0, 1, 0, 0)",9,0.880952380952381,0.884890087403947,0.863210680988461,1.0,0.9160335894641362,0.9877053663044004,0.7684002907919085,1.0,0.8016666666666665,0.985,1.0
